vertices,cubes,threads,frame,updateVBO,startup
2000000,250000,4,11.4225,0,506.754
2000000,250000,4,11.0186,0,506.754
2000000,250000,4,12.6455,0,506.754
2000000,250000,4,8.71766,0,506.754
2000000,250000,4,7.14762,0,506.754
2000000,250000,4,7.92297,0,506.754
2000000,250000,4,8.6565,0,506.754
2000000,250000,4,13.9595,0,506.754
2000000,250000,4,9.48759,0,506.754
2000000,250000,4,7.3546,0,506.754
2000000,250000,4,9.50988,0,506.754
2000000,250000,4,12.3476,0,506.754
2000000,250000,4,8.11109,0,506.754
2000000,250000,4,9.85732,0,506.754
2000000,250000,4,7.99385,0,506.754
2000000,250000,4,14.1421,0,506.754
2000000,250000,4,15.6656,0,506.754
2000000,250000,4,16.4922,0,506.754
2000000,250000,4,16.4706,0,506.754
2000000,250000,4,16.4491,0,506.754
2000000,250000,4,16.3963,0,506.754
2000000,250000,4,16.196,0,506.754
2000000,250000,4,17.0451,0,506.754
2000000,250000,4,16.4443,0,506.754
2000000,250000,4,16.5008,0,506.754
2000000,250000,4,13.5598,0,506.754
2000000,250000,4,14.957,0,506.754
2000000,250000,4,16.5281,0,506.754
2000000,250000,4,16.4062,0,506.754
2000000,250000,4,16.5355,0,506.754
2000000,250000,4,16.1928,0,506.754
2000000,250000,4,16.6204,0,506.754
2000000,250000,4,16.5558,0,506.754
2000000,250000,4,16.4593,0,506.754
2000000,250000,4,16.4252,0,506.754
2000000,250000,4,16.2257,0,506.754
2000000,250000,4,16.2791,0,506.754
2000000,250000,4,15.7804,0,506.754
2000000,250000,4,15.9227,0,506.754
2000000,250000,4,15.7267,0,506.754
2000000,250000,4,15.9193,0,506.754
2000000,250000,4,15.7953,0,506.754
2000000,250000,4,15.7588,0,506.754
2000000,250000,4,16.103,0,506.754
2000000,250000,4,15.3441,0,506.754
2000000,250000,4,16.6409,0,506.754
2000000,250000,4,16.0335,0,506.754
2000000,250000,4,16.4196,0,506.754
2000000,250000,4,16.4482,0,506.754
2000000,250000,4,16.3348,0,506.754
2000000,250000,4,16.4423,0,506.754
2000000,250000,4,16.4233,0,506.754
2000000,250000,4,16.3497,0,506.754
2000000,250000,4,16.5668,0,506.754
2000000,250000,4,16.2218,0,506.754
2000000,250000,4,16.3128,0,506.754
2000000,250000,4,16.4242,0,506.754
2000000,250000,4,15.9647,0,506.754
2000000,250000,4,15.563,0,506.754
2000000,250000,4,15.9354,0,506.754
2000000,250000,4,15.6347,0,506.754
2000000,250000,4,15.8435,0,506.754
2000000,250000,4,15.4014,0,506.754
2000000,250000,4,16.517,0,506.754
2000000,250000,4,15.8782,0,506.754
2000000,250000,4,15.9062,0,506.754
2000000,250000,4,15.7802,0,506.754
2000000,250000,4,15.0647,0,506.754
2000000,250000,4,15.6592,0,506.754
2000000,250000,4,14.9618,0,506.754
2000000,250000,4,14.9647,0,506.754
2000000,250000,4,15.7341,0,506.754
2000000,250000,4,15.7494,0,506.754
2000000,250000,4,15.8753,0,506.754
2000000,250000,4,16.0718,0,506.754
2000000,250000,4,15.2773,0,506.754
2000000,250000,4,15.7183,0,506.754
2000000,250000,4,16.1391,0,506.754
2000000,250000,4,15.5497,0,506.754
2000000,250000,4,16.0891,0,506.754
2000000,250000,4,15.7957,0,506.754
2000000,250000,4,16.3725,0,506.754
2000000,250000,4,16.0249,0,506.754
2000000,250000,4,16.3441,0,506.754
2000000,250000,4,15.9803,0,506.754
2000000,250000,4,15.3131,0,506.754
2000000,250000,4,16.2062,0,506.754
2000000,250000,4,15.7463,0,506.754
2000000,250000,4,15.7291,0,506.754
2000000,250000,4,15.7478,0,506.754
2000000,250000,4,16.1988,0,506.754
2000000,250000,4,15.5297,0,506.754
2000000,250000,4,16.7345,0,506.754
