128,16,1,21.7399,0.041121
128,16,1,14.389,0.019054
128,16,1,15.1336,0.015377
128,16,1,15.57,0.05333
128,16,1,16.2791,0.056281
128,16,1,16.3268,0.083373
128,16,1,16.9933,0.050866
128,16,1,14.5702,0.018891
128,16,1,6.84835,0.036115
128,16,1,21.098,0.042089
128,16,1,11.4031,0.085233
128,16,1,16.8612,0.040345
128,16,1,16.7685,0.040406
128,16,1,15.4079,0.051363
128,16,1,16.9877,0.033169
128,16,1,8.8313,0.028703
128,16,1,15.5902,0.033439
128,16,1,16.6213,0.036686
128,16,1,15.7437,0.358786
128,16,1,14.8917,0.018308
128,16,1,13.8395,0.027825
128,16,1,17.0518,0.03322
128,16,1,16.836,0.046458
128,16,1,15.6598,0.056801
128,16,1,16.298,0.090705
128,16,1,15.9995,0.05413
128,16,1,17.1134,0.045192
128,16,1,16.4634,0.04383
128,16,1,15.9152,0.05676
128,16,1,15.6615,0.0787
128,16,1,15.7463,0.047363
128,16,1,15.4548,0.082859
128,16,1,16.5831,0.033735
128,16,1,15.8334,0.022474
128,16,1,16.1166,0.017179
128,16,1,15.2679,0.065119
128,16,1,16.8249,0.124895
128,16,1,15.5411,0.040786
128,16,1,17.0842,0.032158
128,16,1,16.2586,0.044116
128,16,1,15.9568,0.035831
128,16,1,16.6474,0.027372
128,16,1,16.152,0.075298
128,16,1,16.5602,0.027893
128,16,1,16.7593,0.035364
128,16,1,16.594,0.018596
128,16,1,16.1178,0.070926
128,16,1,16.0448,0.040557
128,16,1,16.1577,0.033185
128,16,1,16.2943,0.07503
128,16,1,15.2878,0.015669
128,16,1,16.2103,0.066156
128,16,1,16.3729,0.045642
128,16,1,15.2249,0.020967
128,16,1,15.97,0.040575
128,16,1,15.5287,0.02572
128,16,1,15.7542,0.019491
128,16,1,15.579,0.044337
128,16,1,15.7931,0.025231
128,16,1,15.9512,0.045244
128,16,1,17.2627,0.036436
128,16,1,15.9551,0.10204
128,16,1,16.354,0.12447
128,16,1,16.0328,0.018431
128,16,1,16.5358,0.034661
128,16,1,16.7451,0.033431
128,16,1,15.9667,0.034723
128,16,1,16.0015,0.077021
128,16,1,15.884,0.036325
128,16,1,15.9225,0.03907
128,16,1,16.1507,0.032544
128,16,1,16.4008,0.043337
128,16,1,16.4458,0.033573
128,16,1,15.6662,0.050867
128,16,1,14.9003,0.016729
128,16,1,13.896,0.017111
128,16,1,17.0186,0.063338
128,16,1,14.3124,0.047285
128,16,1,16.9566,0.078834
128,16,1,15.732,0.021348
128,16,1,15.6501,0.044573
128,16,1,16.3282,0.048917
128,16,1,15.9617,0.020996
128,16,1,15.6461,0.050855
128,16,1,15.5631,0.039451
128,16,1,15.7837,0.030111
128,16,1,16.0616,0.052945
128,16,1,16.2371,0.03186
128,16,1,15.9993,0.03724
128,16,1,16.4168,0.070513
128,16,1,16.6464,0.059234
128,16,1,17.0086,0.020781
128,16,1,15.331,0.047002
128,16,1,16.3513,0.0559
128,16,1,17.0185,0.01983
128,16,1,16.6558,0.030936
128,16,1,15.7298,0.043086
128,16,1,16.3201,0.01976
128,16,1,16.7276,0.06793
128,16,1,15.8487,0.04486
128,16,1,16.7854,0.035923
128,16,1,16.4721,0.048035
128,16,1,15.5692,0.044867
128,16,1,15.6583,0.051363
128,16,1,17.3494,0.040785
128,16,1,14.6253,0.016612
128,16,1,16.3265,0.062128
128,16,1,16.3719,0.039327
128,16,1,17.1502,0.036484
128,16,1,15.1803,0.040215
128,16,1,16.5162,0.087696
128,16,1,16.2474,0.040546
128,16,1,16.7121,0.033633
128,16,1,16.7612,0.059482
128,16,1,15.9771,0.04981
128,16,1,16.5484,0.031265
128,16,1,16.6711,0.034508
128,16,1,16.682,0.040431
128,16,1,16.0683,0.031118
128,16,1,16.773,0.046185
128,16,1,16.3843,0.06571
128,16,1,16.5632,0.063174
128,16,1,17.3714,0.03942
128,16,1,15.6855,0.05253
128,16,1,16.2349,0.078133
128,16,1,16.19,0.085944
128,16,1,16.8165,0.032597
128,16,1,17.6336,0.107271
128,16,1,15.5272,0.030809
128,16,1,16.6157,0.041369
128,16,1,16.0556,0.083022
128,16,1,17.3326,0.036492
128,16,1,15.4959,0.046173
128,16,1,16.854,0.031123
128,16,1,15.6415,0.042579
128,16,1,16.5988,0.037154
128,16,1,16.5637,0.027136
128,16,1,16.921,0.026068
128,16,1,16.282,0.053428
128,16,1,16.2457,0.048615
128,16,1,17.127,0.029907
128,16,1,16.5394,0.030736
128,16,1,16.2911,0.030433
128,16,1,16.1399,0.042089
128,16,1,1.16182,0.015328
